dt,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
1609207200,947.95,1.73,14.74,11.44,3.1,39.34,54.92,9.5,4
1609210800,1041.41,1.12,16.62,15.91,3.49,42.93,58.63,11.27,4
1609214400,607.49,0.11,6.6,56.51,1.97,28.21,37.01,5.51,4
1609218000,567.44,0.07,4.46,70.81,1.7,29.36,36.28,4.81,4
1609221600,580.79,0.06,3.86,77.96,1.65,30.44,36.53,4.75,4
1609225200,594.14,0.13,4.28,77.25,1.77,30.66,36.66,5.7,4
1609228800,634.19,0.21,5.57,73.67,2.12,32.17,38.57,7.85,4
1609232400,667.57,0.24,7.03,71.53,2.47,34.16,40.96,10.26,4
1609236000,754.36,0.12,10.11,63.66,3.1,38.38,45.95,14.06,4
1609239600,881.2,0.01,14.57,45.78,3.82,43,51.7,17.99,4
1609243200,988.01,0,21.76,28.97,6.38,45.59,55.93,20.01,4
1609246800,1134.87,0.02,31.87,15.74,11.44,49.97,63.72,20.27,4
1609250400,1174.93,0.06,33.93,10.28,11.92,53.04,69.6,16.97,5
1609254000,1081.47,0.03,30.5,12.34,10.01,52.21,69.52,10.39,5
1609257600,801.09,0,20.05,28.25,7.57,42.07,56.83,6.52,4
1609261200,687.6,0,15.59,32.9,5.25,36.85,49.87,5.83,4
1609264800,640.87,0,13.54,32.19,4.17,33.88,45.71,5.7,4
1609268400,680.92,0,14.4,25.75,4.05,34.3,46.13,6.33,4
1609272000,767.71,0.04,16.62,17.17,3.79,37.66,50.22,7.6,4
1609275600,854.49,0.12,17.48,11.44,3.34,40.64,53.84,9.5,4
1609279200,934.6,0.28,17.99,7.69,2.98,44.34,58.27,11.27,4
1609282800,988.01,0.37,17.65,6.44,2.71,46.81,61.28,10.77,4
1609286400,988.01,0.29,16.62,8.4,2.77,47.46,62.63,9.37,4
1609290000,834.47,0.14,14.57,17.88,3.61,44.37,59.53,7.03,4
1609293600,727.65,0.42,13.02,27.9,3.87,41.95,53.8,6.27,4
1609297200,540.73,0.6,8.4,39.7,2.68,25.05,31.28,5.07,4
1609300800,350.48,0.55,3.21,55.08,1.34,8.75,11.08,3.52,1
1609304400,293.73,0.37,2.53,62.94,1.21,4.56,6.49,3.23,1
1609308000,307.08,0.66,4.46,74.39,4.59,5.29,7.69,3.55,1
1609311600,323.77,0.43,8.14,70.81,8.58,5.47,8,3.55,1
1609315200,347.14,0.55,13.37,59.37,13.35,5.81,8.78,3.83,1
1609318800,410.56,0.52,22.62,50.07,22.17,7.93,11.81,4.69,1
1609322400,560.76,0.29,39.76,33.62,34.81,12.93,19.55,7.66,2
1609326000,781.06,0.14,59.63,11.18,45.78,20.23,31.06,11.4,3
1609329600,907.9,0.45,61.69,4.34,42.92,25.29,37.78,12.79,4
1609333200,807.76,0.09,47.98,10.91,30.99,23.74,33.5,11.15,3
1609336800,547.41,0,25.36,30.4,16.69,16.49,21.97,7.47,2
1609340400,453.95,0,12.17,55.79,10.13,14.63,18.49,4.31,2
1609344000,587.46,0,10.54,65.09,11.09,19.31,23.36,2.53,2
1609347600,747.68,0,14.05,55.79,11.44,22.25,26.07,2.6,3
1609351200,867.84,0,18.17,43.27,10.73,21.81,25.1,3.04,3
1609354800,934.6,0,21.25,33.26,8.82,19.35,22.23,3.45,2
1609358400,934.6,0,23.99,25.39,6.74,16.51,19.04,3.29,2
1609362000,867.84,0,25.71,20.92,5.54,14.78,17.17,2.91,2
1609365600,754.36,0,22.96,23.25,4.83,12.72,15.13,2.66,2
1609369200,654.22,0,15.94,32.19,4.17,10.52,12.91,2.66,2
1609372800,607.49,0.01,10.54,41.84,4.05,9.64,12.25,2.66,1
1609376400,600.82,0.16,8.48,48.64,4.41,10.5,13.74,2.47,2
1609380000,594.14,0.37,6.94,57.22,5.01,12.22,16.01,2.19,2
1609383600,574.11,0.48,5.57,67.95,5.42,14.01,17.52,2,2
1609387200,547.41,0.53,3.73,85.12,5.42,17.32,20.03,1.9,2
1609390800,534.06,0.4,3.47,95.84,5.66,19.61,21.94,1.92,2
1609394400,534.06,0.38,3.64,103,6.26,20.34,22.55,1.9,3
1609398000,534.06,0.24,3.9,98.71,5.48,17.95,19.98,2.06,2
1609401600,534.06,0.18,4.5,91.55,4.65,15.36,17.23,2.6,2
1609405200,534.06,0.1,5.01,87.98,4.35,13.85,15.47,2.98,2
1609408800,547.41,0.04,5.83,86.55,4.47,13.17,14.7,3.14,2
1609412400,560.76,0,6.68,82.25,4.77,12.41,14.06,3.2,2
1609416000,554.09,0,6.43,77.96,4.59,12.09,13.92,3.2,2
1609419600,547.41,0,6.43,74.39,4.83,13.51,15.95,3.23,2
1609423200,540.73,0,6.6,70.1,5.01,14.17,17.3,3.67,2
1609426800,534.06,0,6.51,66.52,4.65,12.73,16.17,4.18,2
1609430400,520.71,0,6.77,62.94,4.23,11.14,14.53,4.81,2
1609434000,514.03,0,7.11,59.37,4.05,9.82,12.89,5.45,1
1609437600,500.68,0,6.94,57.22,3.82,8.63,11.2,5.95,1
1609441200,494,0,5.91,57.22,3.46,8.04,10.27,6.46,1
1609444800,487.33,0,5.74,55.79,3.13,8.05,10.24,6.97,1
1609448400,473.98,0,6.17,53.64,3.1,8.5,10.84,7.41,1
1609452000,467.3,0,6.68,51.5,3.31,9.14,11.7,7.54,1
1609455600,453.95,0,6,52.21,3.22,9.8,12.33,7.22,1
1609459200,453.95,0,5.36,54.36,3.07,10.52,13.07,6.78,2
1609462800,460.63,0.1,6.34,55.08,3.1,10.79,13.66,5.89,2
1609466400,467.3,0.36,7.03,57.22,3.31,10.73,14,5.26,2
1609470000,453.95,0.61,6.43,64.37,3.4,10.6,14.05,4.69,2
1609473600,410.56,0.52,3.94,81.54,2.98,10.86,13.86,3.58,2
1609477200,387.19,0.34,2.66,94.41,2.59,11.93,14.67,2.95,2
1609480800,373.84,0.29,2.23,103,2.53,12.99,15.56,2.82,2
1609484400,370.5,0.19,1.76,104.43,2.71,13.16,15.38,2.72,2
1609488000,370.5,0.14,1.95,97.28,2.92,12.1,14.05,2.63,2
1609491600,377.18,0.1,2.38,91.55,3.1,11.06,12.85,2.63,2
1609495200,383.85,0.02,3.21,82.97,3.1,10.12,11.77,2.72,2
1609498800,400.54,0,4.28,75.1,3.07,9.89,11.53,3.17,1
1609502400,407.22,0,5.01,68.67,3.07,9.89,11.63,3.61,1
1609506000,407.22,0,5.74,62.23,3.34,9.69,11.73,4.12,1
1609509600,403.88,0,6.08,57.94,3.46,9.75,11.97,4.69,1
1609513200,403.88,0,6.17,55.79,3.28,10.26,12.59,5.13,2
1609516800,400.54,0,6.34,54.36,3.1,10.95,13.31,5.45,2
1609520400,397.21,0,6.43,52.93,2.86,11.38,13.63,5.83,2
1609524000,383.85,0,5.91,52.93,2.62,11.26,13.31,6.14,2
1609527600,373.84,0,4.88,55.08,2.33,10.62,12.47,6.46,2
1609531200,367.17,0,4.58,57.22,2.18,10.14,11.96,6.78,2
1609534800,360.49,0,4.63,57.94,2.18,10.12,12.01,6.97,2
1609538400,357.15,0,4.76,57.94,2.24,10.3,12.3,6.97,2
1609542000,360.49,0,4.33,57.94,2.38,10.56,12.59,6.65,2
1609545600,370.5,0.02,4.2,57.94,2.62,11.22,13.36,6.33,2
1609549200,383.85,0.28,4.76,57.22,2.83,11.82,14.11,5.64,2
1609552800,403.88,0.48,5.27,58.65,2.95,12.28,14.42,4.88,2
1609556400,407.22,0.42,5.27,61.51,2.92,12.43,14.35,4.37,2
1609560000,397.21,0.42,3.81,70.81,2.83,12.94,14.74,4.18,2
1609563600,390.53,0.31,2.66,82.97,2.68,13.99,15.87,4.31,2
1609567200,387.19,0.23,1.95,92.98,2.53,15.36,17.37,4.56,2
1609570800,360.49,0.18,1.52,97.28,2.18,15.11,16.94,4.05,2
1609574400,350.48,0.17,1.69,97.28,1.97,14.38,16.07,4.12,2
1609578000,357.15,0.17,2.21,95.84,1.91,13.91,15.62,4.81,2
1609581600,440.6,0.19,6,84.4,2.71,16.03,18.57,8.99,2
1609585200,580.79,0.03,14.4,65.8,6.44,21.07,25.19,13.81,3
1609588800,720.98,0,23.65,52.93,12.4,26.96,32.98,16.72,4
1609592400,814.44,0,32.56,45.78,19.07,32.34,40.63,17.48,4
1609596000,794.41,0,33.24,38.27,19.07,30.64,39.64,16.21,4
1609599600,667.57,0,26.73,33.98,13.95,22.88,30.42,14.31,3
1609603200,514.03,0,17.82,35.76,8.11,14.32,19.48,11.15,2
1609606800,514.03,0,15.25,33.26,5.01,13.14,17.43,13.17,2
1609610400,547.41,0,14.74,30.76,3.87,14.19,18.22,15.71,2
1609614000,587.46,0,13.37,29.68,3.1,16.01,19.91,17.99,2
1609617600,594.14,0,11.48,31.47,2.47,16.96,20.53,18.49,2
1609621200,567.44,0,9.77,35.05,2.15,16.73,19.86,17.23,2
1609624800,527.38,0,8.4,38.98,2.03,15.83,18.62,15.45,2
1609628400,507.36,0,7.97,40.05,2.03,15.66,18.31,14.19,2
1609632000,500.68,0.01,8.05,40.77,2.21,16.04,18.77,13.05,2
1609635600,487.33,0.15,8.48,39.34,2.35,15.59,18.77,11.02,2
1609639200,507.36,0.59,9.43,36.48,3.07,16.17,20.36,10.39,2
1609642800,527.38,1.06,10.03,40.41,4.29,17.8,22.97,10.13,2
1609646400,494,0.94,7.71,59.37,5.01,19.12,23.75,8.23,2
1609650000,480.65,0.59,5.44,87.26,5.13,23.55,28.06,7.54,3
1609653600,494,0.48,5.06,121.59,6.44,33.27,38.46,7.41,4
1609657200,480.65,0.35,4.88,150.2,8.58,43.53,48.56,6.46,4
1609660800,473.98,0.18,4.8,153.07,8.11,45.08,49.69,6.46,4
1609664400,494,0.08,6.08,150.2,8.58,45.5,50.24,7.22,4
1609668000,587.46,0.02,11.14,140.19,11.44,51.97,57.99,9.88,5
1609671600,767.71,0,19.02,124.45,15.97,71.74,81.21,14.06,5
1609675200,894.55,0,21.94,98.71,15.14,80.62,93,16.97,5
1609678800,1068.12,0,27.42,51.5,9.42,73.75,88.46,21.53,5
1609682400,1335.14,0.09,34.62,18.77,6.86,77.63,95.44,23.05,5
1609686000,1682.28,1.68,38.73,3.31,5.84,96.42,117.57,25.08,5
1609689600,2056.12,5.98,39.41,0.24,5.78,125.04,148.67,28.63,5
1609693200,2429.96,10.39,39.76,0.04,5.01,151.78,176.98,21.79,5
1609696800,2590.18,10.84,42.5,0.11,5.07,160.77,185.49,15.33,5
1609700400,1668.93,0.36,39.41,9.21,6.97,96.63,112.76,12.79,5
1609704000,1174.93,0.05,25.36,14.31,3.82,56.93,66.86,13.68,5
1609707600,821.11,0.03,16.79,16.99,2.41,31.9,38.07,15.58,4
1609711200,620.84,0.03,13.02,18.24,2.12,19.67,24.35,16.97,2
1609714800,560.76,0.02,11.14,20.03,2.24,15.96,20.15,16.47,2
1609718400,554.09,0.14,9.94,23.96,2.35,15.29,19.33,15.07,2
1609722000,547.41,1.59,8.31,30.76,2.59,14.24,18.61,12.41,2
1609725600,580.79,2.38,8.23,41.84,3.07,15.04,20.2,11.27,2
1609729200,587.46,1.57,7.63,70.1,3.28,18.11,23.71,10.39,2
1609732800,440.6,0.34,3.38,87.98,2.03,14.26,17.37,5.38,2
1609736400,380.52,0.23,2.96,89.41,1.58,11.87,14.44,4.18,2
1609740000,357.15,0.28,5.06,92.98,3.1,11.47,14.46,3.71,2
1609743600,390.53,0.2,9,84.4,5.96,12.26,15.8,5.45,2
1609747200,473.98,0.19,15.08,70.1,9.54,14.26,18.66,8.61,2
1609750800,574.11,0.09,23.65,58.65,17.17,17.44,22.98,11.15,2
1609754400,700.95,0.02,35.64,47.21,27.18,21.63,28.6,13.68,3
1609758000,881.2,0,50.04,29.68,34.33,28.47,37.99,17.23,4
1609761600,1054.76,0.01,60.32,19.31,34.81,38.23,51.22,20.52,4
1609765200,1188.28,0.08,65.12,13.41,30.99,48.03,65.36,23.05,4
1609768800,1335.14,0.48,64.43,6.62,26.46,57.01,77.73,25.33,5
1609772400,1508.71,1.62,61.69,2.12,21.46,67.04,90.39,27.87,5
1609776000,1628.88,2.79,55.52,0.86,16.45,73.91,96.52,26.6,5
1609779600,1682.28,3.74,49.35,0.35,12.4,75.56,94.37,20.77,5
1609783200,1642.23,3.49,43.87,0.47,9.3,69.14,83.16,15.58,5
1609786800,1415.25,1.57,35.99,2.21,6.14,54.58,63.56,11.4,5
1609790400,1108.17,0.34,25.71,7.42,3.55,38.91,44.26,8.99,4
1609794000,794.41,0.05,16.79,15.2,2.27,26.06,29.56,7.73,4
1609797600,547.41,0.02,12,20.56,2.62,16.42,19.27,6.65,2
1609801200,480.65,0.02,11.65,20.74,3.76,12.78,15.39,6.02,2
1609804800,494,0.05,12.68,19.49,4.77,11.75,14.62,5.51,2
1609808400,574.11,1.84,16.97,14.31,9.42,13.33,18.09,5.95,2
1609812000,787.74,10.39,22.62,12.34,22.89,20.96,29.05,8.49,3
1609815600,1134.87,23.47,36.33,17.52,48.64,37.53,49.76,12.03,4
1609819200,881.2,9.16,39.41,54.36,44.82,33.77,41.74,7.09,4
1609822800,741.01,3.33,37.01,87.98,41.96,33.23,39.69,5.7,4
1609826400,614.17,1.09,28.1,115.87,36.24,30.06,35.53,4.81,4
1609830000,487.33,0.71,17.65,120.16,25.51,21.19,24.96,3.8,3
1609833600,453.95,0.94,16.28,114.44,21.7,17.42,20.39,3.77,2
1609837200,467.3,1.13,18.85,107.29,22.65,16.49,19.55,4.31,2
1609840800,560.76,1.08,27.42,85.83,24.08,18.16,22.56,7.47,2
1609844400,747.68,0.19,42.84,55.08,27.66,23.53,30.43,12.54,3
1609848000,934.6,0,50.72,34.33,26.46,30.21,39.93,17.73,4
1609851600,1121.52,0.01,55.52,21.28,23.6,37.88,50.86,21.53,4
1609855200,1321.79,0.21,58.95,10.28,20.98,46.02,62.41,22.55,4
1609858800,1441.96,0.82,55.52,4.6,17.41,51.08,68.79,21.03,5
1609862400,1388.55,0.91,48.67,4.43,13.23,50.14,66.76,18.24,5
1609866000,1228.33,0.67,42.16,5.68,11.68,44.38,58.06,17.23,4
1609869600,1014.71,0.66,37.36,5.81,13.11,36.43,47.1,16.97,4
1609873200,827.79,0.56,32.56,5.99,13.11,29.05,37.59,16.97,4
1609876800,787.74,1.02,30.16,4.02,10.85,27.95,36.26,18.24,4
1609880400,821.11,2.43,29.13,1.57,9.78,30.25,39.49,18.49,4
1609884000,881.2,5.76,27.42,0.34,10.13,33.94,44.71,17.99,4
1609887600,867.84,7.94,24.33,0.14,10.61,34.24,45.25,17.23,4
1609891200,794.41,7.49,21.59,0.83,10.37,30.44,40.53,15.96,4
1609894800,714.3,10.06,17.48,8.49,14.07,25.73,35.39,13.55,4
1609898400,821.11,14.19,20.56,18.42,19.79,30.69,42.3,14.19,4
1609902000,1001.36,14.31,33.24,42.56,29.33,46.35,61.01,15.07,4
1609905600,767.71,5.2,27.42,101.57,30.99,54.49,65.45,7.85,5
1609909200,674.25,1.34,17.31,154.5,25.75,68.43,77.59,5.38,5
1609912800,694.28,0.73,18.85,173.09,28.37,81.35,91.18,5.38,5
1609916400,821.11,0.57,20.56,148.77,25.75,89.69,100.31,10.13,5
1609920000,1028.06,0.54,22.28,143.05,23.13,104.98,117.13,20.77,5
1609923600,1241.68,0.44,27.76,157.36,26.23,118.63,132.44,33.95,5
1609927200,1415.25,0.19,38.39,153.07,31.95,131.14,147,44.08,5
1609930800,1375.2,0.01,41.13,110.15,30.04,120.51,137.6,38.51,5
1609934400,1134.87,0,31.53,80.11,20.03,83.17,98.62,25.84,5
1609938000,807.76,0,25.02,55.08,11.21,41.18,54.44,15.45,4
1609941600,747.68,0,26.73,31.47,10.49,31.23,45.89,13.3,4
1609945200,821.11,0.07,33.93,16.99,16.21,34.29,51.93,12.92,4
1609948800,961.3,0.59,42.84,6.88,23.37,41.78,61.43,12.79,4
1609952400,1134.87,3.74,52.09,0.97,31.95,50.91,71.46,13.3,5
1609956000,1361.85,11.74,61.01,0.01,42.92,63.76,85.41,14.44,5
1609959600,1548.77,16.09,65.8,0,40.53,75.36,97.9,15.2,5
1609963200,1615.52,18.33,59.63,0,28.61,79.31,101.77,13.68,5
1609966800,1535.42,21.23,49.35,0,21.94,75.6,96.66,11.78,5
1609970400,1361.85,25.03,39.76,0,21.7,66.9,85.89,10.51,5
1609974000,1174.93,24.14,32.56,0,20.03,56.88,73.28,10.26,5
1609977600,988.01,18.33,26.39,0.4,15.5,46.07,60.15,11.02,4
1609981200,787.74,14.53,20.05,7.87,16.45,33.94,45.88,11.15,4
1609984800,827.79,15.42,21.76,20.03,22.41,34.06,46.44,12.41,4
1609988400,974.66,14.08,33.59,46.49,33.85,43.97,58.67,13.55,4
1609992000,620.84,4.25,19.19,95.84,22.17,32.95,41.23,6.33,4
1609995600,520.71,1.76,12.85,133.04,19.79,38.12,44.53,4.69,4
1609999200,540.73,1.19,12.34,168.8,25.03,52.13,58.65,4.69,5
1610002800,507.36,0.63,9,188.83,22.65,54.02,60.13,4.24,5
1610006400,460.63,0.43,8.57,188.83,19.07,48.48,54.15,4.12,4
1610010000,453.95,0.33,10.63,180.24,18.36,42.05,47.87,4.56,4
1610013600,507.36,0.25,16.97,160.22,18.12,38.14,45.53,6.84,4
1610017200,600.82,0.03,23.65,120.16,17.64,36.23,47.02,10.26,4
1610020800,600.82,0,19.19,75.1,11.56,28.48,41.82,11.27,4
1610024400,687.6,0,21.42,38.98,7.45,27.75,43.73,14.19,4
1610028000,894.55,0.07,27.08,17.88,6.62,35.2,53.87,16.97,4
1610031600,1054.76,0.41,28.45,8.76,5.84,42.41,63.2,18.49,4
1610035200,1121.52,0.88,28.45,5.54,5.42,46.37,67.81,19.76,4
1610038800,1121.52,1.19,27.08,4.25,4.59,47.5,68.12,17.48,4
1610042400,1174.93,0.55,25.71,5.54,3.93,51.19,71.86,15.71,5
1610046000,1148.22,0.36,23.99,6.17,3.61,51.32,72.3,13.17,5
1610049600,1255.04,0.57,25.71,3.8,3.55,56.81,78.01,12.92,5
1610053200,1321.79,0.86,28.1,2.06,3.46,58.54,77.71,13.3,5
1610056800,1068.12,0.48,24.33,5.1,2.71,42.46,55.44,13.05,4
1610060400,720.98,0.18,16.97,9.48,2.33,24.32,31.66,13.3,3
1610064000,560.76,0.27,12.34,13.23,2.5,15.88,20.87,13.55,2
1610067600,520.71,3.24,9.6,18.77,5.31,13.92,19.17,11.65,2
1610071200,620.84,7.82,13.2,25.03,13.23,18.69,26.2,11.4,2
1610074800,827.79,11.18,25.71,45.42,28.37,31.72,42.8,12.79,4
1610078400,687.6,4.41,22.62,98.71,28.61,38.82,47.94,7.92,4
1610082000,687.6,2.24,20.22,154.5,31.47,58.31,67.81,6.78,5
1610085600,787.74,1.66,22.28,205.99,41.96,89.89,100.37,6.84,5
1610089200,781.06,0.96,17.82,246.05,44.35,107.09,117.02,6.08,5
1610092800,707.63,0.52,12.68,254.63,36.24,102.65,111.53,5.07,5
1610096400,640.87,0.34,11.82,246.05,29.56,89.68,98.06,4.88,5
1610100000,660.9,0.22,17.31,214.58,25.51,79.09,88.34,7.35,5
1610103600,774.38,0.03,28.45,164.51,26.94,72.66,84.56,11.4,5
1610107200,867.84,0,35.64,104.43,26.7,58.16,73.05,14.57,5
1610110800,907.9,0,43.87,57.22,27.42,43.63,60.96,15.45,4
1610114400,947.95,0,53.47,31.11,32.42,37.76,54.19,15.33,4
1610118000,821.11,0,49.35,21.99,28.13,28.67,39.75,13.17,4
1610121600,567.44,0,27.08,24.68,13.11,16.42,22.47,10.26,2
1610125200,460.63,0,16.62,25.39,7.57,11.64,16.03,9.25,2
1610128800,460.63,0,15.08,25.03,7.87,11.18,15.02,8.74,2
